Richie Rich,DS,Building a REST API for enjoying money
Kal El,DS,Building a REST API for reporting the news
Simon Cowell,CS,Creating an app for starring in reality TV shows
Mel Gibson,CS,Building a service to help making antisemitic remarks
Gwyneth Paltrow,CS,Building a service to help picking weird children names
Robert Langdon,DS,Creating a web interface for following clues
Anthony Scaramucci,CS,Building a REST API for making political gaffes
Gwyneth Paltrow,CS,Building a REST API for running a new-age website
Steve Guttenberg,CS,Creating a web interface for making dumb comedies
James T. Kirk,DS,Building a service to help commanding a spaceship
Robert Langdon,DS,Creating an app for studying icons
Marc Jacobs,CS,Creating a web interface for designing clothes
David Caruso,CS,Building a REST API for pouting on camera
Adolf Hitler,CS,Creating a web interface for creating an axis of evil
Edna Krabappel,DS,Creating an app for looking for love
Thomas "Neo" Anderson,DS,Building a service to help bending spoons
Dan Brown,CS,Building a REST API for writing pot-boilers
Jimi Hendrix,CS,Building a REST API for writing rock songs
Elmer Fudd,DS,Creating a web interface for hunting rabbits
John Lennon,CS,Creating an app for campaigning for world peace
Thomas "Neo" Anderson,DS,Creating a web interface for bending spoons
Cosmo Kramer,DS,Creating a web interface for developing crazy schemes
Ellen Ripley,DS,Creating an app for hunting aliens
Liza Minnelli,CS,Creating an app for over-acting
Marc Jacobs,CS,Building a REST API for designing clothes
Orson Welles,CS,Creating a web interface for writing Hollywood movies
Monica Lewinsky,CS,Building a REST API for causing political scandals
Robert E. Lee,CS,Creating an app for winning battles
Adolf Hitler,CS,Creating a web interface for organizing a putsch
Anne Frank,CS,Building a REST API for keeping a diary
Johnny Cash,CS,Building a service to help singing country music
Martha Stewart,CSDS,Building a service to help running a media empire
Father Ted,DS,Building a service to help preaching tolerance
Nancy Drew,DS,Building a service to help interpreting evidence
Larry Flynt,CS,Creating an app for publishing soft pornography
Napoleon Solo,DS,Building a REST API for rescuing damsels in distress
Troy McClure,DS,Building a service to help hosting educational films
Conchita Wurst,CS,Building a service to help cross-dressing in women's clothes
Jackie Chan,CS,Building a REST API for starring in comedies
Jim Jones,CSDS,Creating an app for organizing mass suicides 
Jerry Springer,CS,Creating an app for hosting reality TV shows
Cosmo Kramer,DS,Creating an app for developing crazy schemes
Tom Sawyer,DS,Building a REST API for playing pranks
Dr. Julius No,DS,Creating a web interface for devising evil schemes
John Wayne,CS,Building a REST API for starring in cowboy movies
Usain Bolt,CS,Building a service to help running races
Liz Lemon,DS,Building a REST API for writing comedy
Martha Stewart,CSDS,Creating an app for running a media empire
Thomas "Neo" Anderson,DS,Building a service to help performing kung-fu moves
Mel Gibson,CSDS,Creating an app for driving under the influence
R2D2,DS,Creating an app for fighting for the rebel alliance
Captain William Bligh,CSDS,Building a service to help barking orders at subordinates
Father Ted,DS,Creating a web interface for preaching tolerance
Anthony Scaramucci,CS,Building a service to help making political gaffes
Richard B. Riddick,DS,Building a REST API for evading mercenaries
Michael J. Fox,CS,Building a service to help throwing fund-raisers for Parkinson's disease
Doc Emmett Brown,DS,Creating an app for developing new technologies
Charles Dickens,CS,Creating a web interface for writing about social problems
Tom Sawyer,DS,Building a service to help playing pranks
Pamela Anderson,CSDS,Creating an app for monetizing physical assets
Yosemite Sam,DS,Building a REST API for losing control
Joan of Arc,CS,Creating a web interface for fighting with swords
Ringo Starr,CSDS,Creating a web interface for playing drums
Dr. Julius No,DS,Creating an app for collecting stamps
Michael Bay,CS,Creating a web interface for directing action movies
Kenny G,CSDS,Building a REST API for playing the saxophone
Archie Bunker,DS,Building a service to help ranting about liberals
Michael O'Leary,CS,Building a service to help promoting air travel
Troy McClure,DS,Creating an app for appearing in infomercials
Snake Plissken,DS,Building a service to help going on commando missions
Keyser Söze,DS,Creating a web interface for eluding the FBI
Pamela Anderson,CS,Building a REST API for monetizing physical assets
Spartacus,DS,Building a REST API for fighting in gladiator arenas
Bruce Willis,CS,Building a service to help starring in action movies
Queen Victoria,CS,Creating an app for ruling over subjects
James Bond,DS,Creating an app for killing for Mi6
Doc Emmett Brown,DS,Building a service to help inventing time machines
Mr. Darcy,DS,Creating an app for making condescending remarks
Bugs Bunny,DS,Creating an app for eluding hunters
Howard Hughes,CS,Building a service to help running a movie studio
Ringo Starr,CS,Building a REST API for playing drums
Captain Ahab,DS,Creating an app for chasing a great white whale
Napoleon Solo,DS,Building a service to help foiling the schemes of evil villains
Bane,DS,Building a REST API for devising evil schemes
Father Ted,DS,Creating a web interface for spreading Christianity
Dan Brown,CSDS,Creating an app for writing pot-boilers
Pamela Anderson,CS,Building a REST API for making unauthorized sex tapes
William Shatner,CSDS,Building a service to help constructing an ironic public image
Homer,CS,Building a REST API for writing epic poetry
Mel Gibson,CS,Creating an app for directing action movies
Pamela Anderson,CS,Creating a web interface for making unauthorized sex tapes
Le Chiffre,DS,Creating a web interface for playing Baccarat 
Jenna Maroney,DS,Creating an app for singing on TV shows
Linus Torvalds,CS,Creating an app for promoting open-source software
Spartacus,DS,Creating an app for spreading revolution
Martin Luther,CSDS,Building a service to help raging against the machine
Queen Victoria,CS,Building a REST API for running a kingdom
John Merrick,CSDS,Creating a web interface for eluding the public gaze
Richie Rich,DS,Building a service to help squandering money
Tyra Banks,CS,Building a service to help modeling clothes
Nelson Mandela,CS,Building a REST API for fighting for democracy
Eddie Van Halen,CS,Creating a web interface for playing rock music
Orson Welles,CS,Creating an app for directing indy movies
Dan Brown,CS,Building a service to help writing pot-boilers
Adolf Hitler,CSDS,Building a service to help creating an axis of evil
Harry Potter,DS,Creating an app for performing magic tricks
Princess Fiona,DS,Building a REST API for waiting for a hero
Dorothy Parker,CSDS,Creating an app for making witty remarks
Mr. Darcy,DS,Building a REST API for making condescending remarks
Adolf Hitler,CS,Building a REST API for running a reich
Dexter Morgan,DS,Creating an app for analyzing murder scenes
Ridley Scott,CS,Building a service to help making fantasy movies
Amy Winehouse,CS,Building a REST API for singing jazz songs
Salvador Dali,CS,Creating a web interface for painting surreal pictures
Dexter Morgan,DS,Creating a web interface for chasing murderers
Martin Luther,CSDS,Creating a web interface for recruiting dissidents
George Clooney,CSDS,Building a service to help womanizing
Buck Rogers,DS,Building a REST API for surviving in the 25th century
Bing Crosby,CS,Creating an app for singing middle-of-the-road songs
Dr. Julius No,DS,Creating a web interface for collecting stamps
Larry Flynt,CS,Building a service to help running gentleman's clubs
Walt Longmire,CS,Building a service to help finding clues
Napoleon Solo,DS,Creating a web interface for rescuing damsels in distress
Walt Whitman,CS,Building a service to help writing modern poetry
Howard Hughes,CSDS,Creating an app for building airplanes
Eddie Van Halen,CS,Building a service to help playing rock guitar
Dorothy Parker,CS,Creating an app for writing short stories
Linus Torvalds,CS,Building a REST API for promoting open-source software
Nelson Mandela,CS,Building a service to help promoting racial harmony
R2D2,DS,Building a service to help carrying secret plans
Errol Flynn,CSDS,Creating a web interface for starring in action movies
Martin Luther,CSDS,Building a service to help recruiting dissidents
Eric Clapton,CS,Creating an app for writing blues songs
Emperor Caligula,CSDS,Building a REST API for abusing power
Norma Desmond,DS,Creating an app for seducing toy boys
Salvador Dali,CS,Building a REST API for painting surreal pictures
Jimi Hendrix,CS,Building a REST API for playing rock guitar
Tony Robbins,CS,Creating a web interface for giving self-help lectures
Archimedes,CSDS,Creating an app for proving math theorems
Jimi Hendrix,CS,Creating an app for writing rock songs
Scarlett O'Hara,DS,Building a REST API for attending cotillion balls
R2D2,DS,Creating a web interface for carrying secret plans
Sarah Jessica Parker,CSDS,Creating a web interface for shopping for shoes
Lucifer,DS,Creating a web interface for laughing at God
Nancy Drew,DS,Creating an app for interpreting evidence
Harry Houdini,CS,Building a REST API for escaping from water tanks
Carl Von Clausewitz,CS,Creating an app for developing military strategies
Leonardo DiCaprio,CS,Creating a web interface for dating supermodels
William Shatner,CS,Building a service to help starring in science fiction movies
Gordon Ramsay,CS,Building a service to help cursing at kitchen staff
George Foreman,CSDS,Creating an app for winning boxing matches
Mr. Darcy,DS,Creating an app for wooing potential brides
Lois Lane,DS,Creating an app for reporting for The Daily Planet
Jim Jones,CS,Creating a web interface for running a religious cult
Emily Dickinson,CS,Building a service to help writing poetry
Kylo Ren,DS,Building a REST API for duelling acrobatically
Matt Drudge,CSDS,Creating an app for spreading political gossip
Tyra Banks,CS,Building a REST API for selling cosmetics
Jesse Pinkman,DS,Creating a web interface for cooking chrystal meth
David Blaine,CS,Building a REST API for performing magic tricks
Leonard Hofstadter,DS,Creating a web interface for obeying annoying rules
James Bond,DS,Creating an app for foiling the schemes of evil villains
Edna Krabappel,DS,Creating a web interface for looking for love
Adolf Hitler,CS,Creating an app for running a reich
Dave Lee Roth,CS,Creating an app for singing rock songs
Ron Burgundy,DS,Building a service to help preening in front of the mirror
Mel Gibson,CSDS,Creating an app for making antisemitic remarks
Dr. Julius No,DS,Building a REST API for collecting stamps
Le Chiffre,DS,Building a REST API for cheating at poker
R2D2,DS,Creating a web interface for fighting for the rebel alliance
Helen Keller,CS,Creating a web interface for avoiding eye contact
Napoleon Solo,DS,Building a service to help rescuing damsels in distress
Ron Burgundy,DS,Creating a web interface for maintaining salon-quality hair
Harry Houdini,CS,Creating a web interface for escaping from water tanks
Sid Vicious,CSDS,Building a REST API for singing punk rock songs
Jenna Maroney,DS,Building a REST API for singing on TV shows
Rico Tubbs,DS,Building a REST API for preventing crime
Joseph Goebbels,CS,Creating an app for running a propaganda machine
Colonel Kurtz,DS,Building a service to help waging a secret war
Dr. Henry Jekyll,DS,Creating an app for suppressing violent urges
James Bond,DS,Creating a web interface for killing for Mi6
Homer,CS,Building a service to help writing epic poetry
Winston Churchill,CSDS,Creating a web interface for fighting against totalitarianism
﻿Daniel Day-Lewis,CS,Creating an app for performing serious acting
Gianni Versace,CS,Building a REST API for flaunting foppish fashions
Scarlett O'Hara,DS,Creating a web interface for attending cotillion balls
Carl Bernstein,CSDS,Creating a web interface for following the money
Queen Victoria,CS,Creating an app for running a kingdom
Tony Stark,DS,Creating an app for running a hardware company
Noam Chomsky,CS,Creating a web interface for promoting political causes
Justin Timberlake,CSDS,Creating a web interface for entertaining teenagers
Gordon Gekko,DS,Building a service to help launching hostile takeovers
Snake Plissken,DS,Building a REST API for going on commando missions
Gordon Gekko,DS,Building a service to help promoting capitalism
Roy Batty,DS,Creating a web interface for avoiding retirement
Adolf Hitler,CSDS,Creating an app for organizing a putsch
﻿Daniel Day-Lewis,CS,Building a REST API for performing serious acting
Elmer Fudd,DS,Creating a web interface for hunting wabbits
Dexter Morgan,DS,Creating an app for revelling in blood spatter
Dexter Morgan,DS,Building a REST API for chasing murderers
Gwyneth Paltrow,CS,Creating a web interface for picking weird children names
Inspector Gadget,DS,Building a service to help using gadgets
Porky Pig,DS,Creating a web interface for 
Kylo Ren,DS,Creating a web interface for working for the forces of darkness
Buck Rogers,DS,Building a service to help surviving in the 25th century
Kal El,DS,Creating an app for reporting the news
Catwoman,DS,Creating an app for defending the weak
Victor Meldrew,DS,Building a REST API for complaining about everything
Jamie Oliver,CS,Building a service to help promoting healthy eating
Kylo Ren,DS,Building a service to help duelling acrobatically
Martin Luther,CSDS,Creating an app for raging against the machine
Captain Ahab,DS,Creating a web interface for commanding a whaling ship
Bruce Willis,CS,Creating an app for making action movies
Linus Torvalds,CSDS,Building a service to help developing open-source software
Simon Cowell,CS,Creating a web interface for starring in reality TV shows
Osama Bin Laden,CS,Creating an app for plotting terrorist outrages
The HamBurglar,DS,Building a service to help stealing hamburgers
